"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W4066","","","LLT-A","","","","","Tatwin, Saint","","","W4066","","",""
"https://catalog.digitallatin.org/dll-work/W4207","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4207","","",""
"https://catalog.digitallatin.org/dll-work/W4182","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4182","","",""
"https://catalog.digitallatin.org/dll-work/W4220","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4220","","",""
"https://catalog.digitallatin.org/dll-work/W4200","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4200","","",""
"https://catalog.digitallatin.org/dll-work/W4214","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4214","","",""
"https://catalog.digitallatin.org/dll-work/W4229","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4229","","",""
"https://catalog.digitallatin.org/dll-work/W4505","","","Perseus Catalog","","","","","Sisebut, King of the Visigoths","","","W4505","","stoa0263a.stoa002","urn:cts:latinLit:stoa0263a.stoa002"
"https://catalog.digitallatin.org/dll-work/W4916","","","Perseus Catalog","","","","","Sisebut, King of the Visigoths","","","W4916","","stoa0263a.stoa001","urn:cts:latinLit:stoa0263a.stoa001"
"https://catalog.digitallatin.org/dll-work/W4933","","","LLT-A","","","","","Tatwin, Saint","","","W4933","","",""
"https://catalog.digitallatin.org/dll-work/W5167","","","MGH","","","","","Suger, Abbot of Saint Denis","","","W5167","","",""
"https://catalog.digitallatin.org/dll-work/W5196","","","Perseus Catalog","","","","","Sylvester II, Pope","","","W5196","","stoa0263c.stoa001","urn:cts:latinLit:stoa0263c.stoa001"
"https://catalog.digitallatin.org/dll-work/W2419","","","MGH","","","","","Thangmar, of Hildesheim","","","W2419","","",""
"https://catalog.digitallatin.org/dll-work/W5307","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W5307","","stoa0277a.stoa001","urn:cts:latinLit:stoa0277a.stoa001"
"https://catalog.digitallatin.org/dll-work/W5305","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W5305","","stoa0277a.stoa006","urn:cts:latinLit:stoa0277a.stoa006"
"https://catalog.digitallatin.org/dll-work/W162","","","Perseus Catalog","","","","","Sylvester II, Pope","","","W162","","stoa0263c.stoa002","urn:cts:latinLit:stoa0263c.stoa002"
"https://catalog.digitallatin.org/dll-work/W161","","","Perseus Catalog","","","","","Sylvester II, Pope","","","W161","","stoa0263c.stoa003","urn:cts:latinLit:stoa0263c.stoa003"
"https://catalog.digitallatin.org/dll-work/W203","","","MGH","","","","","Theodoric, of Sint-Truiden","","","W203","","",""
"https://catalog.digitallatin.org/dll-work/W208","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W208","","",""
"https://catalog.digitallatin.org/dll-work/W205","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W205","","",""
"https://catalog.digitallatin.org/dll-work/W233","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W233","","",""
"https://catalog.digitallatin.org/dll-work/W254","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W254","","",""
"https://catalog.digitallatin.org/dll-work/W252","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W252","","",""
"https://catalog.digitallatin.org/dll-work/W258","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W258","","",""
"https://catalog.digitallatin.org/dll-work/W248","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W248","","",""
"https://catalog.digitallatin.org/dll-work/W251","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W251","","",""
"https://catalog.digitallatin.org/dll-work/W275","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W275","","",""
"https://catalog.digitallatin.org/dll-work/W250","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W250","","",""
"https://catalog.digitallatin.org/dll-work/W268","","","LLT-A","","","","","Theodoric, of Sint-Truiden","","","W268","","",""
"https://catalog.digitallatin.org/dll-work/W351","","","LLT-A","","","","","Theodricus, active 12th century","","","W351","","",""
"https://catalog.digitallatin.org/dll-work/W596","","","MGH","","","","","Theodulf, Bishop of Orléans","","","W596","","",""
"https://catalog.digitallatin.org/dll-work/W1095","","","LLT-A","","","","","Smaragdus, Abbot of St. Mihiel","","","W1095","","",""
"https://catalog.digitallatin.org/dll-work/W1099","","","MGH","","","","","Smaragdus, Abbot of St. Mihiel","","","W1099","","",""
"https://catalog.digitallatin.org/dll-work/W1105","","","MGH","","","","","Smaragdus, Abbot of St. Mihiel","","","W1105","","",""
"https://catalog.digitallatin.org/dll-work/W1534","","","Perseus Catalog","","","","","Sonnatius, of Reims","","","W1534","","stoa0264a.stoa001","urn:cts:latinLit:stoa0264a.stoa001"
"https://catalog.digitallatin.org/dll-work/W613","","","MGH","","","","","Theodulf, Bishop of Orléans","","","W613","","stoa0279a.stoa001","urn:cts:latinLit:stoa0279a.stoa001"
"https://catalog.digitallatin.org/dll-work/W619","","","MGH","","","","","Theodulf, Bishop of Orléans","","","W619","","",""
"https://catalog.digitallatin.org/dll-work/W62","","","LLT-A","","","Catena Aurea","","Thomas, Aquinas, Saint","","","W62","","",""
"https://catalog.digitallatin.org/dll-work/W63","","","LLT-A","","","Catena Aurea","","Thomas, Aquinas, Saint","","","W63","","",""
"https://catalog.digitallatin.org/dll-work/W64","","","LLT-A","","","Catena Aurea","","Thomas, Aquinas, Saint","","","W64","","",""
"https://catalog.digitallatin.org/dll-work/W88","","","LLT-A","","","Catena Aurea","","Thomas, Aquinas, Saint","","","W88","","",""
"https://catalog.digitallatin.org/dll-work/W59","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W59","","",""
"https://catalog.digitallatin.org/dll-work/W56","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W56","","",""
"https://catalog.digitallatin.org/dll-work/W55","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W55","","",""
"https://catalog.digitallatin.org/dll-work/W80","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W80","","",""
"https://catalog.digitallatin.org/dll-work/W79","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W79","","",""
"https://catalog.digitallatin.org/dll-work/W78","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W78","","",""
"https://catalog.digitallatin.org/dll-work/W61","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W61","","",""
"https://catalog.digitallatin.org/dll-work/W60","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W60","","",""
"https://catalog.digitallatin.org/dll-work/W85","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W85","","",""
"https://catalog.digitallatin.org/dll-work/W84","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W84","","",""
"https://catalog.digitallatin.org/dll-work/W58","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W58","","",""
"https://catalog.digitallatin.org/dll-work/W57","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W57","","",""
"https://catalog.digitallatin.org/dll-work/W83","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W83","","",""
"https://catalog.digitallatin.org/dll-work/W82","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W82","","",""
"https://catalog.digitallatin.org/dll-work/W81","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W81","","",""
"https://catalog.digitallatin.org/dll-work/W109","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W109","","",""
"https://catalog.digitallatin.org/dll-work/W106","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W106","","",""
"https://catalog.digitallatin.org/dll-work/W105","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W105","","",""
"https://catalog.digitallatin.org/dll-work/W102","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W102","","",""
"https://catalog.digitallatin.org/dll-work/W89","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W89","","",""
"https://catalog.digitallatin.org/dll-work/W87","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W87","","",""
"https://catalog.digitallatin.org/dll-work/W86","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W86","","",""
"https://catalog.digitallatin.org/dll-work/W135","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W135","","",""
"https://catalog.digitallatin.org/dll-work/W110","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W110","","",""
"https://catalog.digitallatin.org/dll-work/W134","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W134","","",""
"https://catalog.digitallatin.org/dll-work/W108","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W108","","",""
"https://catalog.digitallatin.org/dll-work/W107","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W107","","",""
"https://catalog.digitallatin.org/dll-work/W104","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W104","","",""
"https://catalog.digitallatin.org/dll-work/W103","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W103","","",""
"https://catalog.digitallatin.org/dll-work/W133","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W133","","",""
"https://catalog.digitallatin.org/dll-work/W101","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W101","","",""
"https://catalog.digitallatin.org/dll-work/W100","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W100","","",""
"https://catalog.digitallatin.org/dll-work/W99","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W99","","",""
"https://catalog.digitallatin.org/dll-work/W132","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W132","","",""
"https://catalog.digitallatin.org/dll-work/W114","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W114","","",""
"https://catalog.digitallatin.org/dll-work/W113","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W113","","",""
"https://catalog.digitallatin.org/dll-work/W112","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W112","","",""
"https://catalog.digitallatin.org/dll-work/W111","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W111","","",""
"https://catalog.digitallatin.org/dll-work/W404","","","MGH","","","","","Thietmar, von Merseburg, Bishop of Merseburg","","","W404","","",""
"https://catalog.digitallatin.org/dll-work/W585","","","LLT-A","","","","","Theodulf, Bishop of Orléans","","","W585","","",""
"https://catalog.digitallatin.org/dll-work/W1608","","","MGH","","","","","Thiofrid, Abbot of Echternach","","","W1608","","",""
"https://catalog.digitallatin.org/dll-work/W1644","","","LLT-A","","","","","Thiofrid, Abbot of Echternach","","","W1644","","",""
"https://catalog.digitallatin.org/dll-work/W5169","","","MGH","","","","","Thietmar, von Merseburg, Bishop of Merseburg","","","W5169","","",""
"https://catalog.digitallatin.org/dll-work/W5204","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5204","","",""
"https://catalog.digitallatin.org/dll-work/W5207","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5207","","",""
"https://catalog.digitallatin.org/dll-work/W5213","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5213","","",""
"https://catalog.digitallatin.org/dll-work/W5217","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5217","","",""
"https://catalog.digitallatin.org/dll-work/W5211","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5211","","",""
"https://catalog.digitallatin.org/dll-work/W5216","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W5216","","",""
"https://catalog.digitallatin.org/dll-work/W25","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W25","","",""
"https://catalog.digitallatin.org/dll-work/W42","","","LLT-A","","","Summa Theologiae","","Thomas, Aquinas, Saint","","","W42","","",""
"https://catalog.digitallatin.org/dll-work/W40","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W40","","",""
"https://catalog.digitallatin.org/dll-work/W39","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W39","","",""
"https://catalog.digitallatin.org/dll-work/W38","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W38","","",""
"https://catalog.digitallatin.org/dll-work/W37","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W37","","",""
"https://catalog.digitallatin.org/dll-work/W36","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W36","","",""
"https://catalog.digitallatin.org/dll-work/W35","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W35","","",""
"https://catalog.digitallatin.org/dll-work/W8","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W8","","",""
"https://catalog.digitallatin.org/dll-work/W26","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W26","","",""
"https://catalog.digitallatin.org/dll-work/W50","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W50","","",""
"https://catalog.digitallatin.org/dll-work/W49","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W49","","",""
"https://catalog.digitallatin.org/dll-work/W24","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W24","","",""
"https://catalog.digitallatin.org/dll-work/W47","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W47","","",""
"https://catalog.digitallatin.org/dll-work/W46","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W46","","",""
"https://catalog.digitallatin.org/dll-work/W45","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W45","","",""
"https://catalog.digitallatin.org/dll-work/W43","","","LLT-A","","","Summa Theologiae","","Thomas, Aquinas, Saint","","","W43","","",""
"https://catalog.digitallatin.org/dll-work/W11","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W11","","",""
"https://catalog.digitallatin.org/dll-work/W10","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W10","","",""
"https://catalog.digitallatin.org/dll-work/W9","","In orationem dominicam uidelicet 'Pater Noster' expositio","LLT-A","","","","","Thomas, Aquinas, Saint","","","W9","","",""
"https://catalog.digitallatin.org/dll-work/W52","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W52","","",""
"https://catalog.digitallatin.org/dll-work/W76","","Quaestiones quodlibetales I–XI","LLT-A","","","","","Thomas, Aquinas, Saint","","","W76","","",""
"https://catalog.digitallatin.org/dll-work/W75","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W75","","",""
"https://catalog.digitallatin.org/dll-work/W74","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W74","","",""
"https://catalog.digitallatin.org/dll-work/W48","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W48","","",""
"https://catalog.digitallatin.org/dll-work/W73","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W73","","",""
"https://catalog.digitallatin.org/dll-work/W44","","","LLT-A","","","Summa Theologiae","","Thomas, Aquinas, Saint","","","W44","","",""
"https://catalog.digitallatin.org/dll-work/W71","","","LLT-A","","","","","Thomas, Aquinas, Saint","","","W71","","",""
