Author,Title,DLL Identifier,DLL Page Link
"Jerome, Saint, 419 or 420",Praecepta ac leges S. Pachomii,W1006,https://catalog.digitallatin.org/dll-work/W1006
"Jerome, Saint, 419 or 420",Praecepta et judicia S. Pachomii,W971,https://catalog.digitallatin.org/dll-work/W971
"Jerome, Saint, 419 or 420",Praefatio Hester,W980,https://catalog.digitallatin.org/dll-work/W980
"Jerome, Saint, 419 or 420",Praefatio in Euangelio,W989,https://catalog.digitallatin.org/dll-work/W989
"Jerome, Saint, 419 or 420",Praefatio in Eusebii Caesariensis Chronicon,W996,https://catalog.digitallatin.org/dll-work/W996
"Jerome, Saint, 419 or 420",Praefatio in Eusebii Caesariensis Onomasticon,W948,https://catalog.digitallatin.org/dll-work/W948
"Jerome, Saint, 419 or 420",Praefatio in Isaia propheta,W961,https://catalog.digitallatin.org/dll-work/W961
"Jerome, Saint, 419 or 420",Praefatio in libris Salomonis de graeco emendatis,W977,https://catalog.digitallatin.org/dll-work/W977
"Jerome, Saint, 419 or 420",Praefatio in libro Didymi Alexandrini De spiritu sancto,W986,https://catalog.digitallatin.org/dll-work/W986
"Jerome, Saint, 419 or 420",Praefatio in libro Ezrae,W993,https://catalog.digitallatin.org/dll-work/W993
"Jerome, Saint, 419 or 420",Praefatio in libro Hieremiae prophetae,W939,https://catalog.digitallatin.org/dll-work/W939
"Jerome, Saint, 419 or 420",Praefatio in libro Iosue,W954,https://catalog.digitallatin.org/dll-work/W954
"Jerome, Saint, 419 or 420",Praefatio in libro Paralipomenon de graeco emendato,W972,https://catalog.digitallatin.org/dll-work/W972
"Jerome, Saint, 419 or 420",Praefatio in libro Psalmorum iuxta Hebraeos,W981,https://catalog.digitallatin.org/dll-work/W981
"Jerome, Saint, 419 or 420",Praefatio in Origenis homiliis II in Canticum,W990,https://catalog.digitallatin.org/dll-work/W990
"Jerome, Saint, 419 or 420",Praefatio in Origenis homiliis XIV in Ezechielem,W965,https://catalog.digitallatin.org/dll-work/W965
"Jerome, Saint, 419 or 420",Praefatio in Origenis homiliis XXXIX in Lucam,W949,https://catalog.digitallatin.org/dll-work/W949
"Jerome, Saint, 419 or 420",Praefatio in Pachomiana Latina,W5118,https://catalog.digitallatin.org/dll-work/W5118
"Jerome, Saint, 419 or 420",Praefatio in Victorini Poetouionensis Commentariis in Apocalypsim Iohannis,W978,https://catalog.digitallatin.org/dll-work/W978
"Jerome, Saint, 419 or 420",Prologus duodecim prophetarum,W987,https://catalog.digitallatin.org/dll-work/W987
"Jerome, Saint, 419 or 420",Prologus Hiezecihelis prophetae,W963,https://catalog.digitallatin.org/dll-work/W963
"Jerome, Saint, 419 or 420",Prologus in Danihele,W943,https://catalog.digitallatin.org/dll-work/W943
"Jerome, Saint, 419 or 420",Prologus in libris Salomonis de hebraeo translatis,W959,https://catalog.digitallatin.org/dll-work/W959
"Jerome, Saint, 419 or 420",Prologus in libro Iob de graeco emendato,W975,https://catalog.digitallatin.org/dll-work/W975
"Jerome, Saint, 419 or 420",Prologus in libro Iob de hebraeo translato,W984,https://catalog.digitallatin.org/dll-work/W984
"Jerome, Saint, 419 or 420",Prologus in libro Paralipomenon de hebraeo translato,W994,https://catalog.digitallatin.org/dll-work/W994
"Jerome, Saint, 419 or 420",Prologus in libro Psalmorum,W940,https://catalog.digitallatin.org/dll-work/W940
"Jerome, Saint, 419 or 420",Prologus in libro Regum,W955,https://catalog.digitallatin.org/dll-work/W955
"Jerome, Saint, 419 or 420",Prologus in Pentateucho,W973,https://catalog.digitallatin.org/dll-work/W973
"Jerome, Saint, 419 or 420",Prologus Iudith,W982,https://catalog.digitallatin.org/dll-work/W982
"Jerome, Saint, 419 or 420",Prologus Tobiae,W991,https://catalog.digitallatin.org/dll-work/W991
"Jerome, Saint, 419 or 420",Psalmus CLI ,W881,https://catalog.digitallatin.org/dll-work/W881
"Jerome, Saint, 419 or 420",Quaestiones Hebraicae in libros Regum et Paralipomenon,W966,https://catalog.digitallatin.org/dll-work/W966
"Jerome, Saint, 419 or 420",Quaestionum Hebraicarum in Genesim  (Hebraicarum Quaestionum in Genesim),W950,https://catalog.digitallatin.org/dll-work/W950
"Jerome, Saint, 419 or 420",Regula monachorum,W5117,https://catalog.digitallatin.org/dll-work/W5117
"Jerome, Saint, 419 or 420",Regula S. Pachomii,W979,https://catalog.digitallatin.org/dll-work/W979
"Jerome, Saint, 419 or 420",Ruth ,W911,https://catalog.digitallatin.org/dll-work/W911
"Jerome, Saint, 419 or 420",Sermo de die epiphaniorum et de psalmo XXVIII,W988,https://catalog.digitallatin.org/dll-work/W988
"Jerome, Saint, 419 or 420",Sermo de quadragesima,W964,https://catalog.digitallatin.org/dll-work/W964
"Jerome, Saint, 419 or 420",Sophonias ,W921,https://catalog.digitallatin.org/dll-work/W921
"Jerome, Saint, 419 or 420",Tobias,W907,https://catalog.digitallatin.org/dll-work/W907
"Jerome, Saint, 419 or 420",Tractatus de oboedientia,W945,https://catalog.digitallatin.org/dll-work/W945
"Jerome, Saint, 419 or 420",Tractatus in Marci euangelium,W960,https://catalog.digitallatin.org/dll-work/W960
"Jerome, Saint, 419 or 420",Tractatus LIX in psalmos,W976,https://catalog.digitallatin.org/dll-work/W976
"Jerome, Saint, 419 or 420",Tractatuum in psalmos series altera,W985,https://catalog.digitallatin.org/dll-work/W985
"Jerome, Saint, 419 or 420",Victorini Poetouionensis Commentarii in Apocalypsim Iohannis capitula retractata (Apc. 20  - 21),W995,https://catalog.digitallatin.org/dll-work/W995
"Jerome, Saint, 419 or 420",Vita Beatae Fabiolae,W941,https://catalog.digitallatin.org/dll-work/W941
"Jerome, Saint, 419 or 420",Vita Malchi,W957,https://catalog.digitallatin.org/dll-work/W957
"Jerome, Saint, 419 or 420",Vita Malchi Monachi Captivi,W974,https://catalog.digitallatin.org/dll-work/W974
"Jerome, Saint, 419 or 420",Vita S. Hilaronis Eremitae,W983,https://catalog.digitallatin.org/dll-work/W983
"Jerome, Saint, 419 or 420",Vita S. Paul Primi Eremitae,W992,https://catalog.digitallatin.org/dll-work/W992
"Jerome, Saint, 419 or 420",Vita sancti Hilarionis,W967,https://catalog.digitallatin.org/dll-work/W967
"Jerome, Saint, 419 or 420",Vita sancti Pauli,W952,https://catalog.digitallatin.org/dll-work/W952
"Jerome, Saint, 419 or 420",Zacharias ,W901,https://catalog.digitallatin.org/dll-work/W901
"Joannes, de Sancto-Geminiano, -approximately 1314",Liber de Miraculis,W3709,https://catalog.digitallatin.org/dll-work/W3709
"Joannes, Tomitanus",Disputatio de Nestorianis et Eutychianis,W1393,https://catalog.digitallatin.org/dll-work/W1393
"Jocelin, de Brakelond, active 1173-1215",Chronica Sancti Edmundi  (1173-1193),W4018,https://catalog.digitallatin.org/dll-work/W4018
Johannes Arelatensis,Epistola Ad Virgines Monasterii Sanctae Mariae,W2355,https://catalog.digitallatin.org/dll-work/W2355
Johannes Diaconus Romanus ca. 5th/6th century,Epistola Ad Senarium Virum Illustrem,W126,https://catalog.digitallatin.org/dll-work/W126
"Johannes, de Alta Silva",De thesauro et fure astuto,W184,https://catalog.digitallatin.org/dll-work/W184
"Johannes, de Alta Silva",Dolopathos siue De rege et septem sapientibus,W210,https://catalog.digitallatin.org/dll-work/W210
"Johannes, de Caulibus, active 14th century",Meditationes uitae Christi,W2987,https://catalog.digitallatin.org/dll-work/W2987
"Johannes, de Hauvilla, active 12th century",Architrenius,W5110,https://catalog.digitallatin.org/dll-work/W5110
"Johannes, de Rupescissa, approximately 1300-approximately 1365",Liber secretorum euentuum,W1396,https://catalog.digitallatin.org/dll-work/W1396
"John Chrysostom, Saint, -407",De Reparatione Lapsi,W2989,https://catalog.digitallatin.org/dll-work/W2989
"John I, Pope",Epistolae,W4925,https://catalog.digitallatin.org/dll-work/W4925
"John II, Pope",Epistulae III,W92,https://catalog.digitallatin.org/dll-work/W92
"John III, Pope",Epistola Ad Episcopos Germaniae Et Galliae,W3281,https://catalog.digitallatin.org/dll-work/W3281
"John III, Pope",Epistola Ad Eraldum Viennae Antistitem,W3285,https://catalog.digitallatin.org/dll-work/W3285
"John IV, Pope",Epistolae,W661,https://catalog.digitallatin.org/dll-work/W661
"John, Abbot of Ford",Sermo in dominica palmarum,W1357,https://catalog.digitallatin.org/dll-work/W1357
"John, Abbot of Ford",Super extremam partem Cantici canticorum sermones CXX,W1363,https://catalog.digitallatin.org/dll-work/W1363
"John, of Damascus, Saint",De fide orthodoxa,W204,https://catalog.digitallatin.org/dll-work/W204
"John, of Damascus, Saint",Sermones in uenerabilem dormitionem supergloriosae Dominae nostrae Dei genetricis semperque uirginis Mariae in latinum translati ex codice Augiensi LXXX,W261,https://catalog.digitallatin.org/dll-work/W261
"John, of Würzburg",Peregrinatio,W1250,https://catalog.digitallatin.org/dll-work/W1250
"John, the Deacon of Rome",Versiculi de cena Cypriani,W5043,https://catalog.digitallatin.org/dll-work/W5043
"John, the Deacon of Rome",Vita Gregorii Magni,W1885,https://catalog.digitallatin.org/dll-work/W1885
"Jonas, Bishop of Orléans",De munere regio siue De institutione regia,W2282,https://catalog.digitallatin.org/dll-work/W2282
"Jonas, Bishop of Orléans",Translatio Huberti Leodiensis ad monasterium Andaginense anno 825,W2290,https://catalog.digitallatin.org/dll-work/W2290
"Jonas, Bishop of Orléans",Translatio Sancti Hucberti episcopi Leodiensis,W2328,https://catalog.digitallatin.org/dll-work/W2328
"Jonas, Bishop of Orléans",Vita Huberti Leodiensis (uita secunda),W2300,https://catalog.digitallatin.org/dll-work/W2300
Jordanes,De origine actibusque Getarum (Getica),W2466,https://catalog.digitallatin.org/dll-work/W2466
Jordanes,De Regnorum ac Temporum Successione,W2435,https://catalog.digitallatin.org/dll-work/W2435
Jordanes,De summa temporum vel origine actibusque gentis Romanorum  (Romana),W2443,https://catalog.digitallatin.org/dll-work/W2443
Jordanes,Getica,W2420,https://catalog.digitallatin.org/dll-work/W2420
Jordanes,Romana,W2461,https://catalog.digitallatin.org/dll-work/W2461
"Joseph, of Exeter",Phrygii Daretis Ilias,W3264,https://catalog.digitallatin.org/dll-work/W3264
"Joseph, Scotus",Carmina,W3806,https://catalog.digitallatin.org/dll-work/W3806
"Julian, of Eclanum",Commentarius in Canticum canticorum,W1663,https://catalog.digitallatin.org/dll-work/W1663
"Julian, of Eclanum",De bono constantiae,W1650,https://catalog.digitallatin.org/dll-work/W1650
"Julian, of Eclanum",Dicta in quadam disputatione publica,W1651,https://catalog.digitallatin.org/dll-work/W1651
"Julian, of Eclanum",Epistulae,W5056,https://catalog.digitallatin.org/dll-work/W5056
"Julian, of Eclanum",Expositio libri Iob,W5059,https://catalog.digitallatin.org/dll-work/W5059
"Julian, of Eclanum",Libri IV ad Turbantium,W1661,https://catalog.digitallatin.org/dll-work/W1661
"Julian, of Eclanum",Theodori Mopsuesteni Expositionis in psalmos Iuliano Aeclanensi interprete in latinum uersae quae supersunt,W1665,https://catalog.digitallatin.org/dll-work/W1665
"Julian, of Eclanum","Tractatus prophetarum Osee, Iohel et Amos",W1629,https://catalog.digitallatin.org/dll-work/W1629
"Julian, of Speyer, -approximately 1250",Vita sancti Francisci,W348,https://catalog.digitallatin.org/dll-work/W348
"Julianus, Saint, Bishop of Toledo",Apologeticum de tribus capitulis,W2491,https://catalog.digitallatin.org/dll-work/W2491
"Julianus, Saint, Bishop of Toledo","Ars grammatica, poetica, rhetorica",W2482,https://catalog.digitallatin.org/dll-work/W2482
"Julianus, Saint, Bishop of Toledo",De comprobatione sextae aetatis libri tres,W2469,https://catalog.digitallatin.org/dll-work/W2469
"Julianus, Saint, Bishop of Toledo",Epistula ad Modoenum,W5000,https://catalog.digitallatin.org/dll-work/W5000
"Julianus, Saint, Bishop of Toledo",Excerpta ex Commentariis in Donatum,W2489,https://catalog.digitallatin.org/dll-work/W2489
"Julianus, Saint, Bishop of Toledo",Historia Wambae regis,W2488,https://catalog.digitallatin.org/dll-work/W2488
"Julianus, Saint, Bishop of Toledo",Historia Wambae regis. Insultatio in tyrannidem Galliae,W2495,https://catalog.digitallatin.org/dll-work/W2495
"Julianus, Saint, Bishop of Toledo",Historia Wambae regis. Iudicium in tyrannorum perfidiam,W2471,https://catalog.digitallatin.org/dll-work/W2471
"Julianus, Saint, Bishop of Toledo",Prognosticorum futuri saeculi libri tres,W5003,https://catalog.digitallatin.org/dll-work/W5003
"Julius I, Pope",Admonitio in Epistolam Julii ad Dionysium Alexandrinum,W3901,https://catalog.digitallatin.org/dll-work/W3901
"Julius I, Pope",De Pedibus,W3925,https://catalog.digitallatin.org/dll-work/W3925
"Julius I, Pope",Decreta Decem Juxta Gratianum et Ivonem,W3908,https://catalog.digitallatin.org/dll-work/W3908
"Julius I, Pope",Epistola ad Antiochenos,W4937,https://catalog.digitallatin.org/dll-work/W4937
"Julius I, Pope","Epistola ad Presbyteros, Diaconos et Popolum Alexandriae",W3950,https://catalog.digitallatin.org/dll-work/W3950
"Julius I, Pope",Epistola II Contra Orientales Pro Athanasio,W3920,https://catalog.digitallatin.org/dll-work/W3920
"Julius I, Pope",Epistola Increpatoria ad Orientales Episcopos Pro Causis Athanasii,W3930,https://catalog.digitallatin.org/dll-work/W3930
"Julius I, Pope",Epistola Juli Episcopi Romani ad Dionysium Alexandrinum Episcopum,W3904,https://catalog.digitallatin.org/dll-work/W3904
"Julius I, Pope",Epistola Orientalium ad SS Julium I Papam,W4935,https://catalog.digitallatin.org/dll-work/W4935
"Julius I, Pope",Epistola Synodi Sardiniacensis ad SS Julium I Papam,W3948,https://catalog.digitallatin.org/dll-work/W3948
"Julius I, Pope",Epistola Synodi Sardiniacensis ad SS Julium I Papam [ex Hilario],W3917,https://catalog.digitallatin.org/dll-work/W3917
"Julius I, Pope",Epistolae,W3924,https://catalog.digitallatin.org/dll-work/W3924
"Julius I, Pope",Fragmenta Scriptorum SS Juliii I,W3902,https://catalog.digitallatin.org/dll-work/W3902
"Julius I, Pope",Monitum in Epistolam Marcellii Ancyrani ad Julium Papam,W3888,https://catalog.digitallatin.org/dll-work/W3888
"Julius I, Pope",Monumenta Genuina,W3947,https://catalog.digitallatin.org/dll-work/W3947
"Julius Marathus, 1st Century B.C.",Fragmenta,W453,https://catalog.digitallatin.org/dll-work/W453
"Julius Modestus, active 1st century",De Lucretia,W4028,https://catalog.digitallatin.org/dll-work/W4028
"Julius Modestus, active 1st century",Grammatica,W4006,https://catalog.digitallatin.org/dll-work/W4006
"Julius Montanus, -27",Carmina,W5222,https://catalog.digitallatin.org/dll-work/W5222
Julius Severus,De pedibus,W215,https://catalog.digitallatin.org/dll-work/W215
"Julius Victor, C. (Gaius)",Ars Rhetorica,W1288,https://catalog.digitallatin.org/dll-work/W1288
"Junilius, Africanus, active 6th century",Instituta Regularia Divinae Legis,W5357,https://catalog.digitallatin.org/dll-work/W5357
"Justinian I, Emperor of the East",Adversus Nonnullos. Impium Theodorum Atque Iniqua Ejus Dogmata,W4023,https://catalog.digitallatin.org/dll-work/W4023
"Justinian I, Emperor of the East",Codex Justinianus,W4027,https://catalog.digitallatin.org/dll-work/W4027
"Justinian I, Emperor of the East",Corpus Iuris Civilis,W4002,https://catalog.digitallatin.org/dll-work/W4002
"Justinian I, Emperor of the East",Digesta Iustiniani,W3993,https://catalog.digitallatin.org/dll-work/W3993
"Justinian I, Emperor of the East",Epistola Ad Sergium Papam,W4011,https://catalog.digitallatin.org/dll-work/W4011
"Justinian I, Emperor of the East",Institutiones,W4021,https://catalog.digitallatin.org/dll-work/W4021
"Justinian I, Emperor of the East",Lex que data est pro debitoribus in Italia et Sicilia,W4025,https://catalog.digitallatin.org/dll-work/W4025
"Justinian I, Emperor of the East",Liber Adversus Origenem,W5359,https://catalog.digitallatin.org/dll-work/W5359
"Justinian I, Emperor of the East",Novellae,W4009,https://catalog.digitallatin.org/dll-work/W4009
"Justinian I, Emperor of the East",Pragmatica sanctio,W4012,https://catalog.digitallatin.org/dll-work/W4012
"Justinus, Marcus Junianus",Epitoma historiarum Philippicarum Pompei Trogi,W3236,https://catalog.digitallatin.org/dll-work/W3236
"Justinus, Marcus Junianus",Prologi historiarum Philippicarum Pompei Trogi,W3244,https://catalog.digitallatin.org/dll-work/W3244
"Justus, of Urgell",In Cantica Canticorum Salomonis Explicatio Mystica,W3532,https://catalog.digitallatin.org/dll-work/W3532
Juvenal,Saturae,W1272,https://catalog.digitallatin.org/dll-work/W1272
"Juvencus, Caius Vettius Aquilinus",De Laudibus Domini,W638,https://catalog.digitallatin.org/dll-work/W638
"Juvencus, Caius Vettius Aquilinus",Euangeliorum libri IV,W611,https://catalog.digitallatin.org/dll-work/W611
"Juvencus, Caius Vettius Aquilinus",Liber in Genesin,W675,https://catalog.digitallatin.org/dll-work/W675
"Juvencus, Caius Vettius Aquilinus",Triumphus Christi Heroicus,W656,https://catalog.digitallatin.org/dll-work/W656
"Juventius Laterensis, M., -43 B.C.",Oratio (Marcus Iuventius Laterensis),W1601,https://catalog.digitallatin.org/dll-work/W1601
"Juventius, active 2nd century B.C.",Comoediarum fragmenta,W3253,https://catalog.digitallatin.org/dll-work/W3253
"Juventius, active 2nd century B.C.","Palliatae (Iuventius, comoed.)",W3232,https://catalog.digitallatin.org/dll-work/W3232
"L'Homond, C. F.",De viris illustribus urbis Romae,W2770,https://catalog.digitallatin.org/dll-work/W2770
"La Rue, Charles de",Argumentum Aeneidos,W4153,https://catalog.digitallatin.org/dll-work/W4153
"La Rue, Charles de",Praefatio,W4151,https://catalog.digitallatin.org/dll-work/W4151
"Labeo, Attius, active 1st century",versio Latina Iliados,W4109,https://catalog.digitallatin.org/dll-work/W4109
"Labeo, Cornelius",Testimonia et fragmenta (Cornelius Labeo),W4495,https://catalog.digitallatin.org/dll-work/W4495
"Labeo, Marcus Antistius, approximately 48 B.C.-approximately 22 A.D.","Iurisprudentia, fragmenta (Marcus Antistius Labeo)",W3601,https://catalog.digitallatin.org/dll-work/W3601
"Laberius, D. (Decimus)",mimi,W1944,https://catalog.digitallatin.org/dll-work/W1944
"Labienus, -45 B.C.",Oratio,W1899,https://catalog.digitallatin.org/dll-work/W1899
Lactantius,Aenigmata,W4499,https://catalog.digitallatin.org/dll-work/W4499
Lactantius,Carmen de Pascha,W4476,https://catalog.digitallatin.org/dll-work/W4476
Lactantius,Carmen de Passione Domini,W4830,https://catalog.digitallatin.org/dll-work/W4830
Lactantius,De aue Phoenice,W4465,https://catalog.digitallatin.org/dll-work/W4465
Lactantius,De Falsa Religione,W5367,https://catalog.digitallatin.org/dll-work/W5367
Lactantius,De ira Dei,W4440,https://catalog.digitallatin.org/dll-work/W4440
Lactantius,De mortibus persecutorum,W4417,https://catalog.digitallatin.org/dll-work/W4417
